"ensembl","symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000000003.14","TSPAN6",21.872814146367,-0.0663776437369852,0.455034236870038,NA,NA
"ENSG00000000419.12","DPM1",121.322652387578,-0.0405362926160306,0.390865187286398,0.833421943780189,0.979109918171621
"ENSG00000000457.13","SCYL3",21.3576049942465,-0.0251204256629461,0.415681359153125,0.87503029848253,0.984037514684518
"ENSG00000000460.16","C1orf112",10.864303869004,-0.0211462931921883,0.423193094450632,0.883104066810511,0.98407938923431
"ENSG00000000938.12","FGR",60.4046656563433,-0.0377378945196549,0.419272234014559,0.806458901541541,0.977226478427948
"ENSG00000000971.15","CFH",28.0515371129987,-2.59595118613194,1.45758320883748,0.00360597877713163,0.133669782675797
"ENSG00000001036.13","FUCA2",58.163916770686,0.0182526282427521,0.360586337735469,0.937725495033996,0.991541560720388
"ENSG00000001084.10","GCLC",262.801099721661,0.166242912660728,0.380938020378581,0.465535586525586,0.897455081765051
"ENSG00000001167.14","NFYA",132.227500204502,0.150127469219265,0.400921096491932,0.485812648653404,0.903390520855471
"ENSG00000001460.17","STPG1",11.2751854751188,-0.0375583819589021,0.435483305230994,0.754919278915901,0.972408998980888
"ENSG00000001461.16","NIPAL3",87.1089282480146,0.0268588096984226,0.377165956507667,0.902027545336748,0.985411279267186
"ENSG00000001497.16","LAS1L",124.993286650835,-0.130966612622293,0.361255861603511,0.562523758450406,0.925998281076547
"ENSG00000001561.6","ENPP4",63.815993078556,-0.0765794872239485,0.406234312262486,0.683946155613208,0.953651375548939
"ENSG00000001617.11","SEMA3F",3.46200151996286,-0.116887309676877,0.472932084061962,0.0512973360397594,0.425910351335803
"ENSG00000001629.9","ANKIB1",262.049792566872,0.0832747654633452,0.340277548540237,0.713932188106073,0.960636920993384
"ENSG00000001630.15","CYP51A1",2.22435946097989,0.005931551353688,0.444590602664961,0.83006873274905,NA
"ENSG00000001631.15","KRIT1",179.89232382695,-0.332772240469804,0.47482661021182,0.180163901734144,0.694736481054283
"ENSG00000002016.17","RAD52",46.3283287099852,0.0542180295797559,0.404034073783846,0.777124604568677,0.97257228745713
"ENSG00000002330.13","BAD",11.7851818818346,0.0603752949664668,0.443174663901113,0.571209080145481,0.927544127114075
"ENSG00000002549.12","LAP3",276.863904482731,0.170777605814443,0.411794445547743,0.421601761069456,0.874371393153698
"ENSG00000002587.9","HS3ST1",29.9034917155666,0.213422806757604,0.464587885674471,0.262774167786008,0.780273692731388
"ENSG00000002726.20","AOC1",1.69009627254171,-0.0110047614678954,0.447935893096573,0.938541990766415,NA
"ENSG00000002746.14","HECW1",6.10169998610612,-0.0216831462395355,0.44560610548716,NA,NA
"ENSG00000002822.15","MAD1L1",69.7372878486933,-0.116818154548757,0.411004724364422,0.544346964457812,0.918695234504245
"ENSG00000002834.17","LASP1",98.6597973980681,0.216094395350588,0.463711098090237,0.266729823312826,0.782567875077978
"ENSG00000002919.14","SNX11",38.8072996253919,0.118939052952755,0.426498791741135,0.507441310119377,0.909380229030367
"ENSG00000002933.7","TMEM176A",1.17785117213505,0.0362875433681955,0.453117052427913,0.417100326375655,NA
"ENSG00000003056.7","M6PR",65.5192739027278,0.703587954795847,1.18196662365515,0.0179118649293839,0.271766880302697
"ENSG00000003096.14","KLHL13",23.8922488749969,0.0207378910944087,0.426767718904972,0.890527743470639,0.984834249316363
"ENSG00000003147.17","ICA1",42.9580031093459,-0.199132635415118,0.430378071191985,0.356299722527478,0.84427390443359
"ENSG00000003249.13","DBNDD1",5.42880087033899,0.0561947237411691,0.455864142243025,0.185595144274237,0.700359652047619
"ENSG00000003393.14","ALS2",108.278134726403,-0.701947595908918,0.533054721861665,0.0339231903859275,0.354089849344872
"ENSG00000003400.14","CASP10",105.877469538969,0.236527418807135,0.425436135478293,0.300325922701156,0.802714249484793
"ENSG00000003402.19","CFLAR",248.164834106108,-0.0995490741985698,0.347632991634608,0.657433214174176,0.947350199875214
"ENSG00000003436.15","TFPI",93.2979546659197,-0.204917308520301,0.459009169481829,0.29174090322054,0.800195236869198
"ENSG00000003509.15","NDUFAF7",89.1868545344609,0.0868452252452635,0.38397158591359,0.680419553615954,0.952302515149203
"ENSG00000003756.16","RBM5",374.959569541935,-0.139314926757401,0.368438893936914,0.537326121095052,0.91856911873467
"ENSG00000003987.13","MTMR7",23.5529009184784,0.171524058283679,0.471130855492185,0.2240714934489,0.745849221237135
"ENSG00000004059.10","ARF5",87.5495821598161,0.199573185421366,0.479024017081226,0.22123888403678,0.743207904615905
"ENSG00000004139.13","SARM1",4.05100592483508,-0.183070024739853,0.502889404326055,0.0415002122294015,0.389371550145329
"ENSG00000004142.11","POLDIP2",101.547690277574,0.115315337194714,0.404331203283399,0.567285482002489,0.926976848363606
